Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell
eliasbaixas_bamboo,bamboo.transport,ChannelState,select_cb,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.transport,ChannelState,select_cb,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.transport,ChannelState,select_cb,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.transport,ChannelState,select_cb,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.transport,ChannelState,select_cb,Magic Number,The method contains a magic number: 0xbe
eliasbaixas_bamboo,bamboo.transport,ChannelState,select_cb,Magic Number,The method contains a magic number: 10
eliasbaixas_bamboo,bamboo.transport,ChannelState,select_cb,Magic Number,The method contains a magic number: 1500
eliasbaixas_bamboo,bamboo.transport,ChannelState,select_cb,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.transport,ChannelState,select_cb,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.transport,ChannelState,select_cb,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.transport,ChannelState,select_cb,Magic Number,The method contains a magic number: 0xffff
eliasbaixas_bamboo,bamboo.transport,TcpMessageTransportTest,send_done_cb,Magic Number,The method contains a magic number: 1000
eliasbaixas_bamboo,bamboo.transport,TcpMessageTransportTest,init,Magic Number,The method contains a magic number: 1000
eliasbaixas_bamboo,bamboo.transport,SendDoneCb,send_done_cb,Magic Number,The method contains a magic number: 1000
eliasbaixas_bamboo,bamboo.util,XdrByteBufferDecodingStream,setXdrData,Magic Number,The method contains a magic number: 3
eliasbaixas_bamboo,bamboo.util,XdrByteBufferDecodingStream,setXdrData,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.util,XdrByteBufferDecodingStream,beginDecoding,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.util,XdrByteBufferDecodingStream,endDecoding,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.util,XdrByteBufferDecodingStream,xdrDecodeInt,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.util,XdrByteBufferDecodingStream,xdrDecodeOpaque,Magic Number,The method contains a magic number: 3
eliasbaixas_bamboo,bamboo.util,XdrByteBufferDecodingStream,xdrDecodeOpaque,Magic Number,The method contains a magic number: 3
eliasbaixas_bamboo,bamboo.util,XdrByteBufferDecodingStream,xdrDecodeOpaque,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.util,XdrByteBufferDecodingStream,xdrDecodeOpaque,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.util,XdrByteBufferDecodingStream,xdrDecodeOpaque,Magic Number,The method contains a magic number: 3
eliasbaixas_bamboo,bamboo.util,XdrByteBufferDecodingStream,xdrDecodeOpaque,Magic Number,The method contains a magic number: 3
eliasbaixas_bamboo,bamboo.util,XdrByteBufferDecodingStream,xdrDecodeOpaque,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.util,XdrByteBufferDecodingStream,xdrDecodeOpaque,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.util,XdrClone,main,Magic Number,The method contains a magic number: 100
eliasbaixas_bamboo,bamboo.util,XdrClone,main,Magic Number,The method contains a magic number: 10
eliasbaixas_bamboo,bamboo.util,XdrByteBufferEncodingStream,XdrByteBufferEncodingStream,Magic Number,The method contains a magic number: 3
eliasbaixas_bamboo,bamboo.util,XdrByteBufferEncodingStream,XdrByteBufferEncodingStream,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.util,XdrByteBufferEncodingStream,XdrByteBufferEncodingStream,Magic Number,The method contains a magic number: 3
eliasbaixas_bamboo,bamboo.util,XdrByteBufferEncodingStream,XdrByteBufferEncodingStream,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.util,XdrByteBufferEncodingStream,xdrEncodeInt,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.util,XdrByteBufferEncodingStream,xdrEncodeOpaque,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.util,XdrByteBufferEncodingStream,xdrEncodeOpaque,Magic Number,The method contains a magic number: 3
eliasbaixas_bamboo,bamboo.util,XdrByteBufferEncodingStream,xdrEncodeOpaque,Magic Number,The method contains a magic number: 3
eliasbaixas_bamboo,bamboo.util,Curry,run,Long Parameter List,The method has 5 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,run,Long Parameter List,The method has 6 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,run,Long Parameter List,The method has 7 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,run,Long Parameter List,The method has 8 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,run,Long Parameter List,The method has 9 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,run,Long Parameter List,The method has 10 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,run,Long Parameter List,The method has 5 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,run,Long Parameter List,The method has 6 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,run,Long Parameter List,The method has 7 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,run,Long Parameter List,The method has 8 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,run,Long Parameter List,The method has 9 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,run,Long Parameter List,The method has 10 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,curry,Long Parameter List,The method has 5 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,curry,Long Parameter List,The method has 6 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,curry,Long Parameter List,The method has 5 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,curry,Long Parameter List,The method has 7 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,curry,Long Parameter List,The method has 6 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,curry,Long Parameter List,The method has 5 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,run,Long Parameter List,The method has 5 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,curry,Long Parameter List,The method has 8 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,curry,Long Parameter List,The method has 7 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,curry,Long Parameter List,The method has 6 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,curry,Long Parameter List,The method has 5 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,run,Long Parameter List,The method has 5 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,run,Long Parameter List,The method has 6 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,curry,Long Parameter List,The method has 9 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,curry,Long Parameter List,The method has 8 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,curry,Long Parameter List,The method has 7 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,curry,Long Parameter List,The method has 6 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,curry,Long Parameter List,The method has 5 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,run,Long Parameter List,The method has 5 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,run,Long Parameter List,The method has 6 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,run,Long Parameter List,The method has 7 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,curry,Long Parameter List,The method has 10 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,curry,Long Parameter List,The method has 9 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,curry,Long Parameter List,The method has 8 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,curry,Long Parameter List,The method has 7 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,curry,Long Parameter List,The method has 6 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,curry,Long Parameter List,The method has 5 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,run,Long Parameter List,The method has 5 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,run,Long Parameter List,The method has 6 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,run,Long Parameter List,The method has 7 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,run,Long Parameter List,The method has 8 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,curry,Long Parameter List,The method has 11 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,curry,Long Parameter List,The method has 10 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,curry,Long Parameter List,The method has 9 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,curry,Long Parameter List,The method has 8 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,curry,Long Parameter List,The method has 7 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,curry,Long Parameter List,The method has 6 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,run,Long Parameter List,The method has 5 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,curry,Long Parameter List,The method has 5 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,run,Long Parameter List,The method has 6 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,run,Long Parameter List,The method has 7 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,run,Long Parameter List,The method has 8 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,run,Long Parameter List,The method has 9 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,curry,Long Parameter List,The method has 5 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,curry,Long Parameter List,The method has 6 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,curry,Long Parameter List,The method has 5 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,curry,Long Parameter List,The method has 7 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,curry,Long Parameter List,The method has 6 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,curry,Long Parameter List,The method has 5 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,run,Long Parameter List,The method has 5 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,curry,Long Parameter List,The method has 8 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,curry,Long Parameter List,The method has 7 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,curry,Long Parameter List,The method has 6 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,curry,Long Parameter List,The method has 5 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,run,Long Parameter List,The method has 5 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,run,Long Parameter List,The method has 6 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,curry,Long Parameter List,The method has 9 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,curry,Long Parameter List,The method has 8 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,curry,Long Parameter List,The method has 7 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,curry,Long Parameter List,The method has 6 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,curry,Long Parameter List,The method has 5 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,run,Long Parameter List,The method has 5 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,run,Long Parameter List,The method has 6 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,run,Long Parameter List,The method has 7 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,curry,Long Parameter List,The method has 10 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,curry,Long Parameter List,The method has 9 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,curry,Long Parameter List,The method has 8 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,curry,Long Parameter List,The method has 7 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,curry,Long Parameter List,The method has 6 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,curry,Long Parameter List,The method has 5 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,run,Long Parameter List,The method has 5 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,run,Long Parameter List,The method has 6 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,run,Long Parameter List,The method has 7 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,run,Long Parameter List,The method has 8 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,curry,Long Parameter List,The method has 11 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,curry,Long Parameter List,The method has 10 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,curry,Long Parameter List,The method has 9 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,curry,Long Parameter List,The method has 8 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,curry,Long Parameter List,The method has 7 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,curry,Long Parameter List,The method has 6 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,run,Long Parameter List,The method has 5 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,curry,Long Parameter List,The method has 5 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,run,Long Parameter List,The method has 6 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,run,Long Parameter List,The method has 7 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,run,Long Parameter List,The method has 8 parameters. 
eliasbaixas_bamboo,bamboo.util,Curry,run,Long Parameter List,The method has 9 parameters. 
eliasbaixas_bamboo,bamboo.util,Thunk5,run,Long Parameter List,The method has 5 parameters. 
eliasbaixas_bamboo,bamboo.util,Thunk6,run,Long Parameter List,The method has 6 parameters. 
eliasbaixas_bamboo,bamboo.util,Thunk7,run,Long Parameter List,The method has 7 parameters. 
eliasbaixas_bamboo,bamboo.util,Thunk8,run,Long Parameter List,The method has 8 parameters. 
eliasbaixas_bamboo,bamboo.util,Thunk9,run,Long Parameter List,The method has 9 parameters. 
eliasbaixas_bamboo,bamboo.util,Thunk10,run,Long Parameter List,The method has 10 parameters. 
eliasbaixas_bamboo,bamboo.util,Function5,run,Long Parameter List,The method has 5 parameters. 
eliasbaixas_bamboo,bamboo.util,Function6,run,Long Parameter List,The method has 6 parameters. 
eliasbaixas_bamboo,bamboo.util,Function7,run,Long Parameter List,The method has 7 parameters. 
eliasbaixas_bamboo,bamboo.util,Function8,run,Long Parameter List,The method has 8 parameters. 
eliasbaixas_bamboo,bamboo.util,Function9,run,Long Parameter List,The method has 9 parameters. 
eliasbaixas_bamboo,bamboo.util,Function10,run,Long Parameter List,The method has 10 parameters. 
eliasbaixas_bamboo,bamboo.util,StringUtil,bytes_to_str,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.util,StringUtil,bytes_to_sbuf,Long Parameter List,The method has 5 parameters. 
eliasbaixas_bamboo,bamboo.util,StringUtil,bytes_to_sbuf,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.util,StringUtil,bytes_to_sbuf,Magic Number,The method contains a magic number: 8
eliasbaixas_bamboo,bamboo.util,StringUtil,bytes_to_sbuf,Magic Number,The method contains a magic number: 64
eliasbaixas_bamboo,bamboo.util,StringUtil,bytes_to_sbuf,Magic Number,The method contains a magic number: 0x0f
eliasbaixas_bamboo,bamboo.util,StringUtil,bytes_to_sbuf,Magic Number,The method contains a magic number: 0xf0
eliasbaixas_bamboo,bamboo.util,StringUtil,bytes_to_sbuf,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.util,StringUtil,bytes_to_sbuf,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.util,StringUtil,bytes_to_sbuf,Magic Number,The method contains a magic number: 3
eliasbaixas_bamboo,bamboo.util,StringUtil,bytes_to_sbuf,Magic Number,The method contains a magic number: 32
eliasbaixas_bamboo,bamboo.util,StringUtil,bytes_to_sbuf,Magic Number,The method contains a magic number: 31
eliasbaixas_bamboo,bamboo.util,StringUtil,byte_cnt_to_sbuf,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.util,Certificate,Certificate,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.util,Certificate,main,Magic Number,The method contains a magic number: 1024
eliasbaixas_bamboo,bamboo.util,PriorityQueue,add,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.util,PriorityQueue,add,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.util,PriorityQueue,add,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.util,PriorityQueue,add,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.util,PriorityQueue,removeFirst,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.util,PriorityQueue,removeFirst,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.util,MultipleByteBufferInputStream,read,Magic Number,The method contains a magic number: 0xff
eliasbaixas_bamboo,bamboo.util,MultipleByteBufferInputStream,read_skip_impl,Complex Method,Cyclomatic complexity of the method is 10
eliasbaixas_bamboo,bamboo.util,GuidTools,random_guid,Magic Number,The method contains a magic number: 21
eliasbaixas_bamboo,bamboo.util,GuidTools,guid_to_string,Magic Number,The method contains a magic number: 16
eliasbaixas_bamboo,bamboo.util,GuidTools,guid_to_string,Magic Number,The method contains a magic number: 40
eliasbaixas_bamboo,bamboo.util,GuidTools,guid_to_string,Magic Number,The method contains a magic number: 8
eliasbaixas_bamboo,bamboo.util,GuidTools,big_integer_to_secure_hash,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.util,GuidTools,big_integer_to_secure_hash,Magic Number,The method contains a magic number: 21
eliasbaixas_bamboo,bamboo.util,GuidTools,big_integer_to_secure_hash,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.util,GuidTools,big_integer_to_secure_hash,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.util,GuidTools,big_integer_to_secure_hash,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.util,GuidTools,big_integer_to_secure_hash,Magic Number,The method contains a magic number: 20
eliasbaixas_bamboo,bamboo.util,GuidTools,check_bpd_and_dv,Complex Conditional,The conditional expression bits_per_digit != 1 && bits_per_digit != 2 && bits_per_digit != 4 && bits_per_digit != 8 is complex.
eliasbaixas_bamboo,bamboo.util,GuidTools,check_bpd_and_dv,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.util,GuidTools,check_bpd_and_dv,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.util,GuidTools,check_bpd_and_dv,Magic Number,The method contains a magic number: 8
eliasbaixas_bamboo,bamboo.util,GuidTools,guid_to_digits,Magic Number,The method contains a magic number: 8
eliasbaixas_bamboo,bamboo.util,GuidTools,digits_to_guid,Magic Number,The method contains a magic number: 8
eliasbaixas_bamboo,bamboo.util,GuidTools,main,Magic Number,The method contains a magic number: 2
eliasbaixas_bamboo,bamboo.util,GuidTools,main,Magic Number,The method contains a magic number: 1000
eliasbaixas_bamboo,bamboo.util,GuidTools,main,Magic Number,The method contains a magic number: 40
eliasbaixas_bamboo,bamboo.util,StandardStage,init,Complex Method,Cyclomatic complexity of the method is 12
eliasbaixas_bamboo,bamboo.util,StandardStage,init,Long Statement,The length of the statement "if (!filter.requireValue("inbound"`new Boolean(true))) logger.fatal("could not require inbound = true for " + inb_msg_types[i].getName());" is 138.
eliasbaixas_bamboo,bamboo.util,StandardStage,init,Long Statement,The length of the statement "if (!filter.requireValue("inbound"`new Boolean(false))) logger.fatal("could not require inbound = false for " + outb_msg_types[i].getName());" is 141.
eliasbaixas_bamboo,bamboo.util,XdrInputBufferDecodingStream,setXdrData,Magic Number,The method contains a magic number: 3
eliasbaixas_bamboo,bamboo.util,XdrInputBufferDecodingStream,setXdrData,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.util,XdrInputBufferDecodingStream,beginDecoding,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.util,XdrInputBufferDecodingStream,endDecoding,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.util,XdrInputBufferDecodingStream,xdrDecodeInt,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.util,XdrInputBufferDecodingStream,xdrDecodeOpaque,Magic Number,The method contains a magic number: 3
eliasbaixas_bamboo,bamboo.util,XdrInputBufferDecodingStream,xdrDecodeOpaque,Magic Number,The method contains a magic number: 3
eliasbaixas_bamboo,bamboo.util,XdrInputBufferDecodingStream,xdrDecodeOpaque,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.util,XdrInputBufferDecodingStream,xdrDecodeOpaque,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.util,XdrInputBufferDecodingStream,xdrDecodeOpaque,Magic Number,The method contains a magic number: 3
eliasbaixas_bamboo,bamboo.util,XdrInputBufferDecodingStream,xdrDecodeOpaque,Magic Number,The method contains a magic number: 3
eliasbaixas_bamboo,bamboo.util,XdrInputBufferDecodingStream,xdrDecodeOpaque,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.util,XdrInputBufferDecodingStream,xdrDecodeOpaque,Magic Number,The method contains a magic number: 4
eliasbaixas_bamboo,bamboo.util,Oasis,run,Magic Number,The method contains a magic number: 12
eliasbaixas_bamboo,bamboo.util,Oasis,run,Magic Number,The method contains a magic number: 10
eliasbaixas_bamboo,bamboo.util,Oasis,done,Empty catch clause,The method has an empty catch block.
eliasbaixas_bamboo,bamboo.util,GetTimeOfDayCC,main,Magic Number,The method contains a magic number: 1000
eliasbaixas_bamboo,bamboo.util,RandomUtil,random_gaussian,Magic Number,The method contains a magic number: 2.0
eliasbaixas_bamboo,bamboo.util,RandomUtil,random_gaussian,Magic Number,The method contains a magic number: 2.0
eliasbaixas_bamboo,bamboo.util,RandomUtil,random_gaussian,Magic Number,The method contains a magic number: 2.0
eliasbaixas_bamboo,bamboo.softscribe,Scribe,Scribe,Long Statement,The length of the statement "String[] event_types={"seda.sandStorm.api.StagesInitializedSignal"`"bamboo.softscribe.Scribe$ParentAlarm"`"bamboo.softscribe.Scribe$ChildAlarm"};" is 145.
eliasbaixas_bamboo,bamboo.softscribe,Scribe,handleEvent,Complex Method,Cyclomatic complexity of the method is 16
eliasbaixas_bamboo,bamboo.softscribe,Scribe,handleChildAlarm,Complex Method,Cyclomatic complexity of the method is 10
eliasbaixas_bamboo,bamboo.softscribe,Scribe,handleMCastDownMsg,Complex Method,Cyclomatic complexity of the method is 10
eliasbaixas_bamboo,bamboo.softscribe,Scribe,handleMCastDownMsg,Long Statement,The length of the statement "if (DEBUG) Debug.printtagln(tag`"D handleMCastDownMsg will send local event " + m + " with payload as string of "+ mm.o);" is 121.
eliasbaixas_bamboo,bamboo.softscribe,Scribe,handleMCastUp,Long Statement,The length of the statement "if (DEBUG) Debug.printtagln(tag`"D handleMCastUp will send " + um + "to guid "+ GuidTools.guid_to_string(u.dstguid)+ " payload "+ um.o);" is 136.
eliasbaixas_bamboo,bamboo.dht,StorageTree,compute_min_free,Complex Conditional,The conditional expression ((index < branching - 1) && (child.low > children[index + 1].low)) || (!child.valid) is complex.
eliasbaixas_bamboo,bamboo.dht,StorageTree,compute_min_free,Complex Method,Cyclomatic complexity of the method is 8
eliasbaixas_bamboo,bamboo.dht,StorageTree,accept_put,Complex Conditional,The conditional expression valid && (low >= now) && (high <= exp) is complex.
eliasbaixas_bamboo,bamboo.dht,StorageTree,add_put,Complex Conditional,The conditional expression valid && (low >= now) && (high <= exp) is complex.
