Project Name,Package Name,Type Name,Method Name,LOC,CC,PC
airminer_MokaPot,airminer.mokapot.testplugin,MokaPotTestPlugin,onLoad,3,1,0
airminer_MokaPot,airminer.mokapot.testplugin,MokaPotTestPlugin,onEnable,3,1,0
airminer_MokaPot,airminer.mokapot.testplugin,MokaPotTestPlugin,onDisable,3,1,0
airminer_MokaPot,airminer.mokapot,MokaPot,log,6,1,1
airminer_MokaPot,airminer.mokapot,MokaPot,logInfo,3,1,1
airminer_MokaPot,airminer.mokapot,MokaPot,logWarning,3,1,1
airminer_MokaPot,airminer.mokapot,MokaPot,helloWorld,3,1,0
airminer_MokaPot,airminer.mokapot,MokaPot,loadPlugins,34,3,0
airminer_MokaPot,airminer.mokapot,LoggerOutputStream,LoggerOutputStream,5,1,2
airminer_MokaPot,airminer.mokapot,LoggerOutputStream,flush,10,2,0
airminer_MokaPot,airminer.mokapot,MokaPotServer,sendPluginMessage,3,1,3
airminer_MokaPot,airminer.mokapot,MokaPotServer,getListeningPluginChannels,3,1,0
airminer_MokaPot,airminer.mokapot,MokaPotServer,getName,3,1,0
airminer_MokaPot,airminer.mokapot,MokaPotServer,getVersion,3,1,0
airminer_MokaPot,airminer.mokapot,MokaPotServer,getBukkitVersion,3,1,0
airminer_MokaPot,airminer.mokapot,MokaPotServer,getOnlinePlayers,3,1,0
airminer_MokaPot,airminer.mokapot,MokaPotServer,getMaxPlayers,3,1,0
airminer_MokaPot,airminer.mokapot,MokaPotServer,getPort,3,1,0
airminer_MokaPot,airminer.mokapot,MokaPotServer,getViewDistance,3,1,0
airminer_MokaPot,airminer.mokapot,MokaPotServer,getIp,3,1,0
airminer_MokaPot,airminer.mokapot,MokaPotServer,getServerName,3,1,0
airminer_MokaPot,airminer.mokapot,MokaPotServer,getServerId,3,1,0
airminer_MokaPot,airminer.mokapot,MokaPotServer,getWorldType,3,1,0
airminer_MokaPot,airminer.mokapot,MokaPotServer,getGenerateStructures,3,1,0
airminer_MokaPot,airminer.mokapot,MokaPotServer,getAllowEnd,3,1,0
airminer_MokaPot,airminer.mokapot,MokaPotServer,getAllowNether,3,1,0
airminer_MokaPot,airminer.mokapot,MokaPotServer,hasWhitelist,3,1,0
airminer_MokaPot,airminer.mokapot,MokaPotServer,setWhitelist,3,1,1
airminer_MokaPot,airminer.mokapot,MokaPotServer,getWhitelistedPlayers,3,1,0
airminer_MokaPot,airminer.mokapot,MokaPotServer,reloadWhitelist,3,1,0
airminer_MokaPot,airminer.mokapot,MokaPotServer,broadcastMessage,3,1,1
airminer_MokaPot,airminer.mokapot,MokaPotServer,getUpdateFolder,3,1,0
airminer_MokaPot,airminer.mokapot,MokaPotServer,getUpdateFolderFile,3,1,0
airminer_MokaPot,airminer.mokapot,MokaPotServer,getConnectionThrottle,3,1,0
airminer_MokaPot,airminer.mokapot,MokaPotServer,getTicksPerAnimalSpawns,3,1,0
airminer_MokaPot,airminer.mokapot,MokaPotServer,getTicksPerMonsterSpawns,3,1,0
airminer_MokaPot,airminer.mokapot,MokaPotServer,getPlayer,3,1,1
airminer_MokaPot,airminer.mokapot,MokaPotServer,getPlayerExact,3,1,1
airminer_MokaPot,airminer.mokapot,MokaPotServer,matchPlayer,3,1,1
airminer_MokaPot,airminer.mokapot,MokaPotServer,getPlayer,3,1,1
airminer_MokaPot,airminer.mokapot,MokaPotServer,getPluginManager,3,1,0
airminer_MokaPot,airminer.mokapot,MokaPotServer,getScheduler,3,1,0
airminer_MokaPot,airminer.mokapot,MokaPotServer,getServicesManager,3,1,0
airminer_MokaPot,airminer.mokapot,MokaPotServer,getWorlds,3,1,0
airminer_MokaPot,airminer.mokapot,MokaPotServer,createWorld,3,1,1
airminer_MokaPot,airminer.mokapot,MokaPotServer,unloadWorld,3,1,2
airminer_MokaPot,airminer.mokapot,MokaPotServer,unloadWorld,3,1,2
airminer_MokaPot,airminer.mokapot,MokaPotServer,getWorld,3,1,1
airminer_MokaPot,airminer.mokapot,MokaPotServer,getWorld,3,1,1
airminer_MokaPot,airminer.mokapot,MokaPotServer,getMap,3,1,1
airminer_MokaPot,airminer.mokapot,MokaPotServer,createMap,3,1,1
airminer_MokaPot,airminer.mokapot,MokaPotServer,reload,3,1,0
airminer_MokaPot,airminer.mokapot,MokaPotServer,getLogger,3,1,0
airminer_MokaPot,airminer.mokapot,MokaPotServer,getPluginCommand,3,1,1
airminer_MokaPot,airminer.mokapot,MokaPotServer,savePlayers,3,1,0
airminer_MokaPot,airminer.mokapot,MokaPotServer,dispatchCommand,3,1,2
airminer_MokaPot,airminer.mokapot,MokaPotServer,configureDbConfig,3,1,1
airminer_MokaPot,airminer.mokapot,MokaPotServer,addRecipe,3,1,1
airminer_MokaPot,airminer.mokapot,MokaPotServer,getRecipesFor,3,1,1
airminer_MokaPot,airminer.mokapot,MokaPotServer,recipeIterator,3,1,0
airminer_MokaPot,airminer.mokapot,MokaPotServer,clearRecipes,3,1,0
airminer_MokaPot,airminer.mokapot,MokaPotServer,resetRecipes,3,1,0
airminer_MokaPot,airminer.mokapot,MokaPotServer,getCommandAliases,3,1,0
airminer_MokaPot,airminer.mokapot,MokaPotServer,getSpawnRadius,3,1,0
airminer_MokaPot,airminer.mokapot,MokaPotServer,setSpawnRadius,3,1,1
airminer_MokaPot,airminer.mokapot,MokaPotServer,getOnlineMode,3,1,0
airminer_MokaPot,airminer.mokapot,MokaPotServer,getAllowFlight,3,1,0
airminer_MokaPot,airminer.mokapot,MokaPotServer,isHardcore,3,1,0
airminer_MokaPot,airminer.mokapot,MokaPotServer,useExactLoginLocation,3,1,0
airminer_MokaPot,airminer.mokapot,MokaPotServer,shutdown,3,1,0
airminer_MokaPot,airminer.mokapot,MokaPotServer,broadcast,3,1,2
airminer_MokaPot,airminer.mokapot,MokaPotServer,getOfflinePlayer,3,1,1
airminer_MokaPot,airminer.mokapot,MokaPotServer,getOfflinePlayer,3,1,1
airminer_MokaPot,airminer.mokapot,MokaPotServer,getIPBans,3,1,0
airminer_MokaPot,airminer.mokapot,MokaPotServer,banIP,3,1,1
airminer_MokaPot,airminer.mokapot,MokaPotServer,unbanIP,3,1,1
airminer_MokaPot,airminer.mokapot,MokaPotServer,getBannedPlayers,3,1,0
airminer_MokaPot,airminer.mokapot,MokaPotServer,getBanList,3,1,1
airminer_MokaPot,airminer.mokapot,MokaPotServer,getOperators,3,1,0
airminer_MokaPot,airminer.mokapot,MokaPotServer,getDefaultGameMode,3,1,0
airminer_MokaPot,airminer.mokapot,MokaPotServer,setDefaultGameMode,3,1,1
airminer_MokaPot,airminer.mokapot,MokaPotServer,getConsoleSender,3,1,0
airminer_MokaPot,airminer.mokapot,MokaPotServer,getWorldContainer,3,1,0
airminer_MokaPot,airminer.mokapot,MokaPotServer,getOfflinePlayers,3,1,0
airminer_MokaPot,airminer.mokapot,MokaPotServer,getMessenger,3,1,0
airminer_MokaPot,airminer.mokapot,MokaPotServer,getHelpMap,3,1,0
airminer_MokaPot,airminer.mokapot,MokaPotServer,createInventory,3,1,2
airminer_MokaPot,airminer.mokapot,MokaPotServer,createInventory,3,1,3
airminer_MokaPot,airminer.mokapot,MokaPotServer,createInventory,3,1,2
airminer_MokaPot,airminer.mokapot,MokaPotServer,createInventory,3,1,3
airminer_MokaPot,airminer.mokapot,MokaPotServer,getMonsterSpawnLimit,3,1,0
airminer_MokaPot,airminer.mokapot,MokaPotServer,getAnimalSpawnLimit,3,1,0
airminer_MokaPot,airminer.mokapot,MokaPotServer,getWaterAnimalSpawnLimit,3,1,0
airminer_MokaPot,airminer.mokapot,MokaPotServer,getAmbientSpawnLimit,3,1,0
airminer_MokaPot,airminer.mokapot,MokaPotServer,isPrimaryThread,3,1,0
airminer_MokaPot,airminer.mokapot,MokaPotServer,getMotd,3,1,0
airminer_MokaPot,airminer.mokapot,MokaPotServer,getShutdownMessage,3,1,0
airminer_MokaPot,airminer.mokapot,MokaPotServer,getWarningState,3,1,0
airminer_MokaPot,airminer.mokapot,MokaPotServer,getItemFactory,3,1,0
airminer_MokaPot,airminer.mokapot,MokaPotServer,getScoreboardManager,3,1,0
airminer_MokaPot,airminer.mokapot,MokaPotServer,getServerIcon,3,1,0
airminer_MokaPot,airminer.mokapot,MokaPotServer,loadServerIcon,3,1,1
airminer_MokaPot,airminer.mokapot,MokaPotServer,loadServerIcon,3,1,1
airminer_MokaPot,airminer.mokapot,MokaPotServer,setIdleTimeout,3,1,1
airminer_MokaPot,airminer.mokapot,MokaPotServer,getIdleTimeout,3,1,0
airminer_MokaPot,airminer.mokapot,MokaPotServer,getUnsafe,3,1,0
airminer_MokaPot,airminer.mokapot,LuaHandler,publish,19,5,1
airminer_MokaPot,airminer.mokapot,LuaHandler,flush,2,1,0
airminer_MokaPot,airminer.mokapot,LuaHandler,close,2,1,0
airminer_MokaPot,airminer.mokapot,LuaStateRegistry,SetLuaState,2,1,0
airminer_MokaPot,airminer.mokapot,LuaStateRegistry,getMetamethod,8,2,1
airminer_MokaPot,airminer.mokapot,LuaStateRegistry,invoke,4,1,1
airminer_MokaPot,airminer.mokapot,LuaStateRegistry,setLuaState,3,1,1
airminer_MokaPot,airminer.mokapot,LuaStateRegistry,getLuaState,3,1,0
airminer_MokaPot,airminer.mokapot,SetLuaState,SetLuaState,2,1,0
airminer_MokaPot,airminer.mokapot,SetLuaState,getMetamethod,8,2,1
airminer_MokaPot,airminer.mokapot,SetLuaState,invoke,4,1,1
